word,sentence
جاافتاده,به این ترتیب، سوپ جاافتاده و غلیظ‌تر می‌شود
گستردن,(6) آری، امت مظلوم محمد صلی الله علیه و آله باید نشان دهند که برای نجات مظلومان از چنگال استعمارگران و زورگویان برای گستردن حق و عدالت، تحت فرماندهی حضرت مهدی علیه السلام آماده اند،
تمثیل,تاريخ : بهار انسانها و حکایت بشر امروز آیا این جهان بر عدل است؟ یعنی او عادلانه غایب است؟ مگر عدل نه این است که هر چیز در جای خود قرار بگیرد؟ یعنی ما هنوز سرگردان نشده ایم؟ طیبه نوحی-بخش مهدویت تبیان ماهی تمثیل ها تا در اقیانوس است آب را نمی یابد زمانی که بر ساحل افتاد و تنش خاک را لمس کند آب را می یابد
فراگرفتن,چند ماهى را براى فراگرفتن علم صرف و نحو، در آن جا سپرى کردم، تا این که سرانجام توفیق یافتم که به زیارت عالمى متّقى نایل آیم
فکرکردن,جامعه امروز ایران تا پوست و استخوان در رنج آزمون و شب امتحان است، در رنج زندگی به شرط بحران که دستاورد شب امتحانی فکر کردن است، باید طلسم بحرانی فکرکردن ها و رواج فراگیر و همه جانبه اضطراب و عصبیت در جامعه به واسطه نظام آموزشی شب امتحانی را شکست
ارام,جیووانی بیسیگنانی مدیر کل یاتا در سخنانی در این کنفرانس اعلام کرد بازار اسیا-اقیانوس ارام به سرعت به رشد خود ادامه خواهد داد بطوریکه تخمین زده می شود که تا سال دو هزار و سیزده، دویست و هفده میلیون سفر هوایی دیگر به تعداد مسافرتهای هوایی موجود اضافه شود
ارام,وی می افزاید در حالیکه ما شاهد تنوع و پویایی در منطقه اسیا-اقیانوس ارام هستیم ولی این پتانسیل و ظرفیت منطقه است که بیش از همه جلب توجه می کند
ارام,وی خاطر نشان کرد بیش از یک چهارم از دو میلیارد و دویست میلیون نفری که سال گذشته سفر هوایی کردند، در داخل منطقه اسیا-اقیانوس ارام مسافرت کردند
ارام,مدیر کل یاتا می افزاید سفرهای هوایی در منطقه اسیا-اقیانوس ارام، بازار امریکا شمالی را که همواره بیشترین تعداد مسافران هوایی را به خود اختصاص می داد، تحت الشعاع قرار داده است
ترسیدن,۳- کنجکاو باشید و به‌جای ترسیدن، از اشتباهات خود درس بگیرید دبیرستانی که بیل گیتس در آن تحصیل می‌کرد، یک مودم برای استفاده معلم‌ها داشت
فراگرفتن,وی با اشاره به ماده 112 اصلاحیه قانون کار گفت: در لایحه‌ای که دولت برای اصلاح قانون کار به مجلس ارائه کرده ماده 112 که مربوط به شروط کارآموزی است، دچار تغییر شده و افرادی که به  موجب قرارداد کارآموزی به منظور فراگرفتن حرفه‌ای خاص برای مدت معین و در کارگاهی معین به‌صورت استاد شاگردی اشتغال دارند را کارآموز تلقی کرده است
فراش,مجلس کویت برای پایان بخشیدن به آنچه 'بحران زنان مجرد' نامیده شده در سال های قبل پیشنهادی را ارائه داده بود که بر اساس آن، دولت کویت مکلف می شد به کسانی که تجدید فراش کنند مبلغ ۱۵۰۰۰ دلار جایزه پرداخت کند
حنبلی,ابن حمدون (364-365) ابن حنبلی (373-376٩ ابن رومی (600-608)
تاباندن,تلاش کنید که از تاباندن نور مستقیم به آن پرهیز کنید
انباشتن,اما صلحِ همراه توسعه، خالی کردن آن انبارها از خشم و کینه و انباشتن آنها با امید و احترام ملت‌ها به دیگران است
شتری,کد خبر: ۴۶۹۹۳   تاریخ انتشار: ۱۳۹۶/۰۵/۱۳ شتری در باغات هلو · مبارزه با کرم سیب و
علفی,گیاهان تاجریزی و پروانش به عنوان میزبان‌های علفی و طبیعی عامل بیماری شناسایی شدند
علفی,مجری طرح مطالعه جامع بیماری جاروک لیموترش در جنوب ایران در ادامه با اعلام اینکه گیاهان تاجریزی و پروانش به عنوان میزبان‌های علفی عامل بیماری جاورک گزارش شده‌اند، اضافه کرد: دامنه میزبانی محدود ناقل بیماری و فیتوپلاسمای عامل بیماری فرصتی را برای کنترل بیماری از طریق حذف درختان آلوده و کنترل ناقل فراهم کرده است
تمثیل,او اندیشه های خود را بیان نمی کند بلکه به زبان تصویر و تمثیل و هزل و طنز به نمایش می گذارد
ایین,من در جلسات دولت برای بررسی ایین نامه انتخابات  حضور داشتم
جاافتاده,به گزارش پایگاه خبری تحلیلی «میهن صنعت» و به نقل از باشگاه خبرنگاران، موید حسینی صدر، عضو کمیسیون صنایع و معادن  مجلس شورای اسلامی از افزایش 24 درصدی قیمت بیمه شخص ثالث خبر داد و افزود:  طبق آمار رسمی  امسال، تصادفات کاهش یافته و قوانین راهنمایی و رانندگی در بین مردم  جاافتاده است، بنابراین امسال قرار نبود که افزایش قیمت داشته باشیم
جگری,حبوبات   قیمت هر بسته ۹۰۰ گرمی لوبیا چیتی ۱۳ هزار و ۸۹۰ تومان، لپه ۷هزار و ۸۵۰ تومان، لوبیا قرمز ۱۱ هزار و ۹۵۰ تومان، عدس ۹هزار و ۵۰۰ تومان، نخود ۴ هزار و ۹۰۰ تومان و لوبیا جگری ۷هزار و ۵۰۰ تومان است
اهنگ,"صفحه نخست » ویدیو موسيقي »     اینم از اهنگ که درخواست کرده بودید اینم از اهنگ که درخواست کرده بودید تاریخ انتشار : ۰۰:۴۸:۰۶, ۲۱ مرداد ۱۳۹۶"
هییت,» رضا پدیدار، عضو هییت نمایندگان  اتاق بازرگانی تهران در گفت و گو با خبرگزاری خبرآنلاین با اشاره به وعده  های اقتصادی برخی کاندیداها در خصوص افزایش یارانه گفت:« محل تامین پول  یارانه ها از محل واقعی شدن قیمت های حامل های انرژی  است
علفی,» براساس گفته‌های فرمانده یگان حفاظت از جنگل‌ها و مراتع کشور، با توجه به وضع ترسالی که با آن مواجه بودیم، افزایش سطح پوشش گیاهی را درکشور داشتیم، به همین خاطر نیز امسال حریق درمراتع بیشتر بود، در سطوح مرتعی و در پوشش گیاهی علفی خسارات غیرقابل جبران نیست، اما درجنگل‌ها جبران خسارت دشوار است و ممکن است؛ ۲۰ تا ۵۰‌سال طول بکشد تا خسارات ناشی از آتش‌سوزی
نخودی,کدام قصه را بازی می کردید؟ بین قصه های بچکی که بازی می کردیم، نخودی در ذهنم پررنگ تر است
نخودی,نمی دانم یادتان هست یا نه، نخودی نگو بلا بگو، خوشگل خوشگلا بگو
مسیله,عمده ذخایر نفتی یمن در مناطق مریب-شبوه در شمال و سیعان- مسیله در جنوب واقع شده است
جگری,لوبیا چیتی ۹۰۰ گرمی ۸۸۰۰ تومان، لپه ۹۰۰ گرمی ۶۰۰۰ تومان، لوبیا قرمز ۷۵۰۰ تومان، عدسی ۷۰۰۰ تومان، نخود ۴۳۰۰ تومان، لوبیا جگری ۷۵۰۰ تومان، لوبیا کشاورزی ۱۰ هزار و ۸۵۰ تومان و لپه باقلاسبز ۵۰۰ گرمی ۱۰ هزار و ۹۵۰ تومان است
شتری,كینه آنها از اسلام و انقلاب اسلامی یك  كینه شتری است
جداشدن,دلیل ترس نسبت به جداشدن از تلفن همراه   آفتاب نیوز   ۳۰ دقیقه پیش آفتاب‌‌نیوز : اینکه یک کاربر برای هشت ساعت طی یک روز، به نمایشگر کوچک دستگاه تلفن همراه خود خیره شود امروزه امری عجیب نیست
کشدار,از سکانس های گرانبهای این فیلم جانکاه و کشدار،می توان به این جمله مهران به مادرش اشاره کرد
واگذارکردن,معنی کلمه Abandon ترک‌ گقتن‌، واگذارکردن‌، تسلیم‌شدن‌، رهاکردن‌، آخرین اخبار
سیه,مهدی جان! ای موعود مستضعفان! اینک بشر مستضعف و سیه روز در آتش ظلم استکبار می سوزد
ضربی,این آلبوم که در چهارگاه و بیات ترک روایت می‌شود دارای قطعاتی چون «پیش درآمد قدیمی به یاد استاد بهاری»، «درآمد»، «ضربی زابل»، «آواز زابل»، «چهارمضراب (بهره گرفته از ردیف)»، «حدی و پهلوی»، «رنگ مخالف سه گاه»، «ضربی مخالف»، «مثنوی مخالف»، «چهارمضراب»، «ضربی بیات ترک»، «درآمد و کرشمه»، «ضربی و چهارمضراب»، «مقدمه ی شوشتری»، «آواز شوشتری»، «رنگ» است
ردشدن,در نگاهی کلی و سریع اکثر موارد اتهامی در یک بررسی سطحی قابل دفاع و ردشدن است و بخشی نیز مطلقاً متوجه اعضای هیأت‌ مدیره مشمول حکم عزل نیست
ارام,او تحت تاثیر اندیشه‌های تائویستی معتقد است که وضعیت ارام ذهن زمانی که بر روی چمن‌زاری نشسته‌ایم، می‌تواند دقیق‌تر و پیچیده‌تر عمل کند
امدن,راهبردآمریکایی ها در داخل سوریه مشخص نیست وی بااشاره به اینکه پس از روی کار امدن ترامپ حضور نظامی  و  تحرکات آمریکائی ها در سوریه افزایش یافت افزود : گرچه  اکنون دقیقا از راهبرد امریکائی ها در داخل سوریه ارزیابی صحیح و دقیقی وجود ندارد و مشخص نیست که ترامپ به چه سمت و سویی در سوریه می رود؛ اما به طور کلی دخالت آنها در موضوع های  سوریه افزایش یافته و تحرکاتشان از قسمت شمال به سمت شرق و جنوب  کشیده شده و همین اوضاع را پیچیده تر کرده و سخت است بپذیرم آیا اتفاقات جنوب مثلا توافقاتی که بین روسیه ، امریکا واردن شکل می گیرد واقعا در جهت مصالح و منافع دولت سوریه باشد
جداشدن,کد خبر: ۲۵۸۳۱۲   تاریخ انتشار: ۱۳۹۶/۰۱/۰۶ انتخابی که مثل طلاق گرفتن از فوتبال است مثل جداشدن
سیه,این پاسکاری‌ها با حفظ موازین و با نیت اصلاح امور به نفع تولیدکنندگان درستکار و مصرف‌کنندگان سر به راه است و اگر به سیاق قانونی و با حفظ موازین پیش رود به جایی می‌رسیم که سیه‌روی شود هر که در او غش باشد
نگاشتن,آیت‌الله‌ یزدی‌ در طول‌ دوران‌ مبارزه‌ بر ضد رژیم‌ شاهنشاهی‌، حتی‌ در زمان‌ تبعید، دست‌ از نگاشتن‌ در جهت‌ تبیین‌ معارف‌ اسلامی‌ برنداشت‌ و  کتاب‌های‌ و مقالات‌ بسیاری‌ را به‌ چاپ‌ رساند
امدن,وی  با اشاره به اقدامات پیش بینی شده برای فائق امدن بر بحران آب در کشور،  خاطرنشان کرد: در برنامه ششم توسعه به مدیریت مصرف آب توجه ویژه ای شده است  و هدف گذاری این است که تا پایان برنامه حدود ۱۱ میلیارد مترمکعب در مصرف  آب صرفه جویی شود
ابادان,اهواز و ابادان هفته گذشته مقصد وزیر تعاون، کار و  رفاه اجتماعی بود و معاون وزیر آموزش و پرورش و رئیس سازمان نهضت سواد  آموزی به قم ، معاون امور مجلس، حقوقی و استان های وزارت تعاون، کار و رفاه  اجتماعی به زنجان ، قائم مقام وزیر بهداشت، درمان و آموزش پزشکی به  مشهد ،  محمد فرهادی وزیر علوم،تحقیقات و فناوری نیز با سفر به قم با حجت الاسلام  والمسلمین سید جواد شهرستانی نماینده آیت الله سید علی سیستانی در ایران  دیدار کرد
بلندشدن,نگرانی ها بابت بلندشدن ریزگردها از این منطقه رفع می
نخودی,م و پس از بازدیدها، گمانه زنی ها و کاوش به عنوان یک محوطه باستانی دارای آثار بویژه دوره آهن با شاخص اسکلتهایی مدفون همراه با سفالهای خاکستری و در مواردی نخودی و قرمز و اشیای فلزی شناخته شده است
فراش,مورد ديگر الزام زن به حسن معاشرت با شوهر خويش است زني كه بدون دليل موجه از تمكين خودداري و رن ناشزه يعني نافرمان و خاطي ناميده ميشود و در اين صورت علاوه بر اينكه مرد از دادن نفقه معاف خواهد بود، بلكه می‌تواند تقاضاي طلاق وي را نيز از دادگاه بخواهد و مي‌تواند تجديد فراش ( زن ديگر اختيار كند ) كند
پزو,وی ادامه داد: در این حادثه خودرو پراید با چهار سرنشین با خودرو پزو 405 با یک سرنشین برخورد کرده بود
خمار,آري اين جا شوش است و اگر نيروي انتظامي به تازگي به محل سري نزده باشد مي تواني آدم هاي خمار و دست فروشاني را که جنس هاي کهنه و بنجل مي فروشند در گوشه گوشه محله ببيني
فراش,هر گروهی که بر سر کار می‌آید، آن گروه مقابل را به قصد کشت از میدان خارج می‌کند و از بالا تا فراش مدرسه فلان روستا را هم عوض می‌کنند که این از آن حزب بوده است
فتوکپی,به‌عنوان مثال، سوزاندن عاج فیل قاچاق در هنگ‌کنگ (که به طلای سفید معروف است)، غرق کردن محموله‌های قاچاق شکر و برنج در کنیا و نیز معدوم ‌کردن دستگاه‌های فتوکپی، مبلمان اداری و تجهیزات الکترونیکی در این کشور، له ‌کردن کالاهای تقلبی و خودروهای قاچاق در کشور تایلند و فیلیپین توسط بولدوزرها و سوزاندن محموله‌های حاوی اسباب‌بازی و عینک‌‌آفتابی و پوشاک در ویتنام،5 تنها بخشی از تجربیات موفق دنیا در مبارزه‌ی جدی با پدیده‌ی قاچاق است
علفی,4-آموزش همگانی برای مقابله با اثرات بهداشتی ریزگردها به عموم مردم 5-تعیین حق آبه زیست محیطی هورهای استان خوزستان و همچنین تالاب های هامون 6-تجهیز مراکز بهداشتی ویژه مقابله با بحران ریزگرد در مناطق مبتلابه 7-تجهیز اورژانس های ویژه در مناطق بحرانی ریزگرد 8-جلوگیری از تخلیه پساب مجتمع کشت و صنعت نیشکر هفت تپه به هورهای منطقه خوزستان 9-تثبیت بیولوژیک تپه های ماسه ای و استفاده از انواع روشهای بیومکانیکی در مواقع بروز بحران 10 –کاشت گیاهان بومی منطقه به ویژه گیاهان علفی شور پسند که منطبق با شرایط اکولوژیک منطفه می‌باشد
ایین,کد خبر: ۸۸۸۷۶۲۵   تاریخ انتشار: ۱۳۹۶/۰۴/۲۵ فرمانده سپاه انصارالحسین (ع) استان همدان: ایین تودیع و معارفه مدیر کانون بسیج فرهنگیان ناحیه یک
سیه,عملیات اجرایی راه دسترسی به معادن آذربایجان غربی آغاز شد وی افزود: از سوی دیگر عملیات اجرایی راه دسترسی به معادن منطقه ایواوغلی– سیه‌باز خوی به طول 23 کیلومتر با اعتبار 100 میلیارد و 122 میلیون و 30 هزار و 761 ریال آغاز شد
گند,این دیگه چه نمره ای-گند زده به متا
گستردن,اقدام اهالی نقاط مختلف برای گستردن سفره افطاری در لیالی قدر بسیار چشمگیر است
مسیله,ممکن است  خیلی از خانواده ها چنین  مسیله ای را جدی بگیرند و به کودکان خود آموزش هایی در این رابطه بدهند و  مراقبت های خود را بیشتر کنند
مسیله,» از  نظر او واکنش های گاها با خشونت مردم امری در جهت ابراز غم و همدردی بوده و  افزود: «مسیله اینجاست که شکل این اتفاق و این ضایعه به شکلی است که آدم  را آزرده خاطر میکند، و دچار سوظن و بدبینی میشویم
خواباندن,بخش عقبی خودرو نیز برای حمل بار در مسافرت  مناسب است و حدود ۴۱۰ لیتر حجم دارد که با خواباندن صندلی سرنشینان عقب  این حجم را تا ۹۱۷ لیتر افزایش می‌یابد
شیلینگ,سرمایه اولیه وی 260 هزار شیلینگ بود که 25 هزار شیلینگ آن برای اجاره زمین از پدر و مادر برای یک سال، آماده‌سازی زمین و پرداخت دوهزار شیلینگ برای خرید کیسه بذر در بسته‌های 40 و 50 کیلوگرمی، هزینه شد
شیلینگ,میزان محصول خوب شد، اما وی 25 هزار شیلینگ به 10 کارگر برای 10 روز بابت برداشت پرداخت کرد
شیلینگ,برداشت به مدت 10 روز طول کشید چراکه در برخی مواقع باران می‌بارید و کارگران دست از کار می‌کشیدند و در خواست ناهار از من می‌کردند این در حالی است که هزینه غذا سه‌هزار و 500 شیلینگ اضافی را به من تحمیل می‌کرد
شیلینگ,این در حالی بود که پیش از این برای کارگر در هر جریب 10 هزار شیلینگ می‌پرداخت، اما با استفاده از تراکتور این مبلغ به پنج‌هزار شلینگ کاهش یافت و کار نیز سریع‌تر در مدت سه ساعت انجام شد و توانست سیب‌زمینی در کیسه‌های 140 و 110 کیلوگرمی برداشت کند
جابهجایی,بنابراین پویایی و امکان جابهجایی یک اصل در هر بازار کاری است و اتفاقا به عقیده کارشناسان بازار کار باید وجود داشته باشد و از اینرو نرخ بیکاری نباید صفر باشد
دریافتن,"او درباره علاقه بی‌پایانش به نقاشی گفته است: ""تنهاکاری که عاشقانه و از روی تعهد دوست دارم،‌ نقاشی است و نگاه کردن به واقعیت در عرصه گشوده دیدن و دریافتن آن چیزی که می‌خواهد خود را با تمام آشکارگی‌اش پنهان کند"""
واداشتن,روهرباکر در بخش دیگری از سخنان خود اظهار داشت: «شاید لازم باشد که به‌فکر واداشتن گروه‌های تروریستی مسلمان به نبرد علیه یکدیگر باشیم»
ترسیدن,این بازی اندکی در ریتم مشکلات دارد اما مطمئن باشید که این مانع ترسیدن شما تا سر حد مرگ نمی‌شود
اوردن,"توجه ! این یک نسخه آرشیو شده میباشد و در این حالت شما عکسی را مشاهده نمیکنید برای مشاهده کامل متن و عکسها بر روی لینک مقابل کلیک کنید : درخواست فایل فلاش vinus  vs8000 موبایل باران 2014/10/03, 22:41 این مدل گوشی برام اوردن وارد منو نمیشه هرکاری میکنه یه اخطار میده با باکس ولکانو ریست کردم با ریکاروری هم تست کردم نشد تنها راه حل فلاش است کسی فایل فلاش این مدل را راره ممنون میشم"
جداشدن,» این وضعیت گاهی حتی در شرایطی خود را نشان می‌دهد که فرد از کسی جدا شده است که ایرادات او بسیار مشخص بوده و سابق بر این نیز، همه به او توصیه جداشدن کرده‌اند؛ اما حتی در این شرایط نیز علی‌رغم ایرادات قابل‌توجه همسر سابق، باز هم این تصور که دیگران تصمیم آن‌ها را به چالش خواهند کشید، به سراغ افراد می‌آید
جداشدن,�   این وضعیت گاهی حتی در شرایطی خود را نشان می دهد که فرد از کسی جدا شده است که ایرادات او بسیار مشخص بوده و سابق بر این نیز، همه به او توصیه جداشدن کرده اند؛ اما حتی در این شرایط نیز علی رغم ایرادات قابل توجه همسر سابق، باز هم این تصور که دیگران تصمیم آن ها را به چالش خواهند کشید، به سراغ افراد می آید
صادرکردن,زنی هفته پیش به من گفت که با �اجازه صادرکردن من� فشار عظیمی از روی دوشش برداشته شده، صرفاً به این علت که من به او پیشنهاد دادم می تواند اول بیشتر در حرفه اش پیشرفت کند و بعد اقدام کند که این کار ممکن است سه تا چهار سال زمان ببرد یا می تواند صبر کند تا کوچک ترین فرزندش دبیرستان را رد کند و بعد از این رابطه بیرون بیاید یا می تواند اگر خواست تا ابد بماند
درخشیدن,بازیگرانی که به واقع با خوش درخشیدن در این سریال به سینما و تلویزیون معرفی شدند
دراوردن,یک مقام مسوول به خبرنگار ماد اظهار کرد:مدیریت بیمه دی به دلیل به زانو دراوردن بیمه دی و حیف منابع،به زودی برکنار می شود
ارام,( شریبرگ ، ارام و واتسکوفسکی 1997 )  -  اختلال صدای گفتار : اختلال صدای گفتار یا اختلال واجی که شیوع آن در کودکان 3 ساله حدود 16درصد ( شریبرگ 2002 ) و در کودکان 6ساله حدود 4درصد ( شریبرگ 1999 ) است ، گروهی از اختلالات گفتاری است که با مشکلات تلفظی و نقایصی در تولید و استفاده مناسب از آواهای گفتاری همراه است و تلفظ برخی آواهای گفتاری ( واج ) در زبان مادری کودک یا گاهی افراد بالغ به لحاظ کمی یا کیفی به شدت دچار نقص می گردد ( ساکس ، تیلور و هانسن 2007 )
سنجیدن,در جمع محکش بزنید مهمانی‌های دوران نامزدی، یکی از بهترین راه‌ها برای سنجیدن رفتار شریک زندگی‌تان است
فتوکپی,مدارک موردنیاز: -مدارک احراز هویت  - فتوکپی سند مالکیت (هر نوع سندی که مالکیت مشتری را محرز نماید) ملک مورد تعمیر یا تکمیل
واداشتن,ناتوری کارتا و هولوکاست جنبش ناتوری کارتا اگرچه به حقیقت هولوکاست معتقد است، تاکید می‌کند، صهیونیست‌ها از آن برای توجیه تاسیس رژیم جعلی خود یعنی «اسرائیل» بهره برداری کرده‌اند و حتی برای واداشتن یهود به مهاجرت به سرزمین‌های اشغالی طی جنگ جهانی دوم با نازی‌ها همکاری داشته‌اند، به همین دلیل اعتقاد دارند، صهیونیست‌ها در کشتار هزاران یهودی دست داشته‌اند، تا با ایجاد رعب و وحشت در دل یهودیان آنها را به مهاجرت به سرزمین‌های اشغالی وادار کنند
اهنگ,تریلر این فیلم با عبارت Be our guest به پایان میرسد که اشاره به اهنگ مشهور انیمیشن دیو و دلبر (1991) دارد
اهنگ,تریلر این فیلم با عبارت Be our guest به پایان میرسد که اشاره به اهنگ مشهور انیمیشن دیو و دلبر (1991) دارد
خواباندن,۱۶ آذر ۱۳۹۲ علت جذب پایین سرمایه گذاری در بخش های میان دستی و پایین دستی پتروشیمی چیست؟ > وقتی سرمایه گذاران بخش خصوصی می بینند به راحتی با در اختیار گرفتن خوراک گاز ارزان قیمت، حتی با تولید محصولاتی با ارزش افزوده پایین، سودی سرشار نصیبشان می شود، هیچ گاه به سمت سرمایه گذاری بیشتر در تکمیل زنجیره ارزش نرفته و تمایلی به خواباندن سرمایه خود در این زمینه ندارد
تاباندن,حساسیت این واکنش به نور باعث می شود که با تاباندن نور آبی به مواد در حال واکنش، نوسان آن خنثی شود
نخودی,سایت خودرو / خرید پاوربانک / آموزش بازاریابی اکسپریا اس‌پی را کاربران در نگاه اول یک نخودی یا به اصطلاح نخاله در این رقابت می‌بینند! یک گوشی میان‌رده که به دلیل دو هسته‌ای بودن آن را دستِ‌ کم گرفته و می‌گویند که این گوشی جایی در این رقابت ندارد، اما کمی صبر کنید، این گوشی نه تنها یک مدل قدرتمند است، بلکه یکی از خوش قیمت‌ترین و البته قوی‌ترین میان‌ رده‌های بازار محسوب می‌شود و نسبت به قیمت خود مشخصاتی عالی را ارایه داده و قدرت سخت‌افزاری آن حتی در برخی تست‌ها پرچمدارانی مانند گلکسی اس۴ را نیز شرمنده خود کرده است! اما شرکت‌کننده دوم را می‌توان یک پرچمدار به تمام معنا دانست! دوربین خارق‌العاده ۸۰۸ PureView و ضخامت و باریکی کمتر از لومیا ۹۲۰ را می‌توان یکی از ویژگی‌های آن دانست
پزو,در همین حال ارزش پزو، واحد پولی مکزیک هم به کمترین حد در مقابل دلار رسیده است
پزو,7 درصد کاهش را تجربه کرد و پزو نیز نسبت به دلار افزایش بیشتری نشان داد
یکسر,موضع گیری های موافقان و مخالفان مذاکرات هسته ای در آمریکا و ایران در  روزهای اخیر کاملاً نشان می دهد یک جریان فعال که یکسر آن در آمریکا و سر  دیگر آن در ایران است عزم خود را برای ناکام گذاشتن این مذاکرات جزم کرده  است
دریده,اما علی رغم اینکه عموم مردم شرکت کننده در مراسم تشییع با وجود همه ی نقدهایی که نسبت به عملکرد رئیس فقید مجمع تشخیص مصلحت نظام داشتند حرمت او را نگه داشته و زبان نقدهای برحق خود و خون دل هایی که خورده بودند را در کام کشیدند لیکن عده ای مثل گذشته این بار نیز پرده ی حیا را دریده و جسم بی جان مرحوم هاشمی را ابزاری برای نیل به مطامع سیاسی خود کردند
علفی,_ مرحوم تولیت( از ملاکان قم) پیشنهاد دادند ۲۰۰ الی ۳۰۰ قطعه  زمین که در منطق سالاریه قم را بردارم که من قبول نکردم / آقای هاشمی  رفسنجانی انجا بود و گفت من بر می دارم  _ مردم هاشمی را منتظری دوم میدانند _به بازسازی اشرافی – میلیاردی مقبره امام (ره) انتقاد دارم، این کارها خدمت به امام (ره) نیست خیانت است _ حرف های پرویز ثابتی (عضو ساواک) در مورد مرحوم فلسفی را تایید می کنم، مرحوم فلسفی محلل بود _ من اصلا عقده ای نیستم تمام وجود من عقیده است _به بازسازی اشرافی – میلیاردی مقبره امام (ره) انتقاد دارم، این کارها خدمت به امام (ره) نیست، خیانت است _ امام رضا (ع) از متولیان راضی نیست، آنجا را بنگاه معاملاتی کرده اند _تجربه من از یک بچه طلبه در مورد امام (ره) و عقایدش بیشتر است _ بابت ریاست بر کمیته ریالی از هیچ کس پول دریافت نکردم _ روحانی در این انتخابات باخت، او علیه خودش کار می کند، بشکند دست ملتی که دوباره به او رای بدهند _ روحانی وسط لحاف کارگزاران و اصلاح طلب ها خوابیده است _ احمدی نژاد هم بد کرد، من فقط چهارسال با او همراه بودم _من به دانشگاه آزاد ایراد دارم کسی نمی تواند مالک دانشگاه ازاد باشد _ احمدی نژاد از اولیا الهی است _عسگراولادی می خواست در قابلمه فتنه را ببندد _ برای علی مطهری متاسفم ، ابرو و حرمت پدر را حفظ نکرد _پدر سید محمد خاتمی گفت: پسرم آخوند ژیگول است _ من هنوز هم جز فداییان اسلام هستم _ماهتما گاندی گفت امام حسین (ع) حاضر شد سرش به دست دشمن برود ولی دستش به دست دشمن نرود _در مساله هسته ای و مذاکرات سکوت کردم _ ماهدفی هستیم ، علفی نیستیم _ من ۲۵ بار زندان رفتم ولله به قدر ۲۵ هزار تومانم به رژیم جمهوری اسلامی ناخنک نزدم _تورم همه را پولدار کرده است _ به خدا قسم نقدینگی من به ۱۰ میلیون تومان نمی رسد، بدهکارم
امدن,مشاهده این ایراد اساسی در محصول جدید شرکت سامسونگ احتمالا موجب وارد امدن ضرر قابل توجهی بابت فراخوان تعویض گوشی هایخ واهد شد و مشتریان این شرکت را که نگران کیفیت گوشی های سامسونگ هستند، کاهش خواهد داد
پزو,تحلیلگران در کنار این دو شاخص، نرخ برابری دلار به پزو نیز از نگاه کارشناسان یک معیار است و از آن به عنوان دماسنج ترامپ یاد می‌کنند
پزو,به دلیل سیاست تهاجمی ترامپ نسبت به مکزیک اگر شانس او برای پیروزی بالا باشد، ارزش واحد پول این کشور در برابر دلار آمریکا تنزل می‌کند؛ در‌حالی‌که پس از مناظره دوشنبه‌شب پزو در برابر دلار تقویت شد
پزو,اگر می‌خواهید بدانید چه کسی مناظره را برده،‌لازم نیست به توییتر یا فیس‌بوک بروید، کافی است به نرخ برابری دلار و پزو نگاه کنید
پزو,پزو مکزیک بیش از 2 درصد جهش کرد
پزو,نظرسنجی‌های پس از مناظره نشان دادند که کلینتون شانس پیروزی خود را افزایش داده است تا همزمان با رشد سهام، دلار و پزو، خرید طلا به‌عنوان سرمایه امن نیز کاهش یابد
پزو,اگر می‌‌خواهید بدانید چه کسی مناظره را برده،‌لازم نیست به توییتر یا فیس‌بوک بروید، کافی است به نرخ برابری دلار و پزو نگاه کنید
پزو,» رشد صبح سه‌شنبه دلار از آن رو بود که نگرانی‌ها فعلا کاهش یافته و رشد پزو به آن دلیل که ریاست‌جمهوری ترامپ می‌تواند صادرات مکزیک به آمریکا را مختل کند
پزو,شان کالو، تحلیلگر ارشد ارز در موسسه «وست پک» سیدنی می‌گوید: «بازارها تنها 15 دقیقه پس از شروع مناظره، کلینتون را برنده دانستند تا پزو مکزیک با جهشی قابل‌توجه روبه‌رو شود
اژانس,به گزارش پایگاه اطلاع رسانی دولت به نقل از ایرنا،وی پس از گفت و گو با مدیرکل اژانس بین المللی انرژی اتمی به خبرنگاران در وین گفت: این جلسه به قصد مرور اقدامات صورت گرفته در چارچوب برجام در سه ماهه نخست بود
جاافتاده,سریال‌هایی که ماندگار شدند مثل یک غذای خوب و جاافتاده‌ که با همه بستگان در مهمانی خانه مادربزرگ خورده‌ای و می‌توانی تا مدت‌ها درباره‌اش حرف بزنی و خاطره بگویی، یک سریال ماندگار تلویزیونی هم یک خاطره خوب است که سال‌های سال در یاد می‌ماند و می‌شود بارها لحظه‌های خوب و ماندگارش را مزه‌مزه کرد و لذت برد
عملکردن,شکست اصولگرایان در انتخابات 96 ضعیف عملکردن آنها در ارائه
ارام,دانست واکنش تقریبا ارام درباره انتخابات ریاست جمهوری در آن
ارام,دانست واکنش تقریبا ارام درباره انتخابات ریاست جمهوری در آن
ایین,دادستان کل کشور در حصوص مرخصی اقازاده‌ها افزود: در راستای ایین نامه ها مرخصی به افراد داده می شود و مرخصی مذکور خلاف قانون نیست
